position,ingredients,url,ingredients_cleaned,category,label,vegetarian
1412,"old bay,baking,salt,chicken,butter,worcestershire",chicken_wings/31_old_bay_chicken_wings_hostedLargeUrl.jpg,"baking,salt,chicken,butter",chicken_wings,Vegetarian-Not,1
1395,"chicken,oregano,garlic,cumin,salt,gin,cheese,salt,basil",chicken_wings/14_garlic_parmesan_chicken_wings_hostedLargeUrl.jpg,"chicken,oregano,garlic,cumin,salt,gin,cheese,salt,basil",chicken_wings,Vegetarian-Not,1
1417,"chicken,butter,salt,paprika,cumin,black pepper,cumin,garlic,cayenne pepper",chicken_wings/37_baked_chicken_wings_hostedLargeUrl.jpg,"chicken,butter,salt,paprika,cumin,black pepper,cumin,garlic,cayenne pepper",chicken_wings,Vegetarian-Not,1
1385,"chicken,butter,old bay,lemon,cocktail",chicken_wings/4_old_bay_chicken_wings_hostedLargeUrl.jpg,"chicken,butter,lemon,cocktail",chicken_wings,Vegetarian-Not,1
1411,"chicken,oil,butter,lemon",chicken_wings/30_crispy_baked_lemon_pepper_chicken_wings_hostedLargeUrl.jpg,"chicken,oil,butter,lemon",chicken_wings,Vegetarian-Not,1
1416,"balsamic vinegar,honey,pepper,chicken",chicken_wings/35_sweet_and_spicy_chicken_wings_hostedLargeUrl.jpg,"balsamic vinegar,honey,pepper,chicken",chicken_wings,Vegetarian-Not,1
1382,"chicken,cayenne pepper,butter,cayenne pepper,wish chunki blue chees dress",chicken_wings/1_snappy_chicken_wings_hostedLargeUrl.jpg,"chicken,cayenne pepper,butter,cayenne pepper",chicken_wings,Vegetarian-Not,1
1424,"chicken,salt,pepper,oil,butter,garlic,parsley,cheese",chicken_wings/44_crispy_baked_garlic_parmesan_chicken_wings_hostedLargeUrl.jpg,"chicken,salt,pepper,oil,butter,garlic,parsley,cheese",chicken_wings,Vegetarian-Not,1
1401,"chicken,soy,chili,worcestershire,cilantro",chicken_wings/20_vietnamese_chicken_wings_hostedLargeUrl.jpg,chicken,chicken_wings,Vegetarian-Not,1
1399,"soy,rice,water,brown sugar,garlic,gin,pepper,corn starch,chicken,onion,seeds",chicken_wings/18_oven_baked_spicy_teriyaki_chicken_wings_hostedLargeUrl.jpg,"rice,brown sugar,garlic,gin,pepper,chicken,onion,seeds",chicken_wings,Vegetarian-Not,1
1404,"chicken,marinade,soy,dipping",chicken_wings/23_sweet_&_sour_instant_pot_chicken_wing_hostedLargeUrl.jpg,chicken,chicken_wings,Vegetarian-Not,1
1387,"chicken,coconut,cumin,onion,turmeric,coriander,salt,cayenne",chicken_wings/6_marinated_indian_chicken_wings_hostedLargeUrl.jpg,"chicken,coconut,cumin,onion,turmeric,coriander,salt",chicken_wings,Vegetarian-Not,1
1405,"chicken,cloves,gin,gochujang base,soy,rice,oil,honey,onion",chicken_wings/24_korean_chicken_wings_hostedLargeUrl.jpg,"chicken,cloves,gin,rice,oil,honey,onion",chicken_wings,Vegetarian-Not,1
1408,"pepper,vinegar,chicken,salt,pepper,cheese",chicken_wings/27_buffalo_chicken_wings_hostedLargeUrl.jpg,"pepper,vinegar,chicken,salt,pepper,cheese",chicken_wings,Vegetarian-Not,1
1402,"chicken,baking,salt,ketchup,sriracha,rice,soy,honey,molasses,garlic,seeds,cilantro",chicken_wings/21_crispy_sriracha_chicken_wings_hostedLargeUrl.jpg,"chicken,baking,salt,ketchup,rice,honey,molasses,garlic,seeds",chicken_wings,Vegetarian-Not,1
1425,"chicken,chinese five-spice,salt,oil,butter,honey,cheese",chicken_wings/45_extra_crispy_chicken_wings_hostedLargeUrl.jpg,"chicken,salt,oil,butter,honey,cheese",chicken_wings,Vegetarian-Not,1
1421,"chicken,brown sugar,sherry,dijon mustard,garlic,soy",chicken_wings/41_bake_easy_chicken_wings_hostedLargeUrl.jpg,"chicken,brown sugar,sherry,dijon mustard,garlic",chicken_wings,Vegetarian-Not,1
1389,"water,sugar,fish,lime,chili,garlic,chicken",chicken_wings/8_vietnamese_style_caramel_chicken_wings_hostedLargeUrl.jpg,"sugar,fish,lime,garlic,chicken",chicken_wings,Vegetarian-Not,1
1428,"chicken,garlic,oregano,salt,cheese,butter",chicken_wings/48_garlic_parmesan_chicken_wings_hostedLargeUrl.jpg,"chicken,garlic,oregano,salt,cheese,butter",chicken_wings,Vegetarian-Not,1
1413,"chicken,vinegar,oil,salt,chili,black pepper,garlic",chicken_wings/32_chinese_chicken_wings_hostedLargeUrl.jpg,"chicken,vinegar,oil,salt,black pepper,garlic",chicken_wings,Vegetarian-Not,1
1388,"chicken,salt,black pepper,paprika,turmeric,coriander,chipotle",chicken_wings/7_next_level_chicken_wings_hostedLargeUrl.jpg,"chicken,salt,black pepper,paprika,turmeric,coriander,chipotle",chicken_wings,Vegetarian-Not,1
1392,"chicken,soy,water,brown sugar,mustard,gin,cloves",chicken_wings/11_teriyaki_chicken_wings_hostedLargeUrl.jpg,"chicken,brown sugar,mustard,gin,cloves",chicken_wings,Vegetarian-Not,1
1418,"chicken,salt,pepper,oil,ketchup,soy,honey,garlic","chicken_wings/38_honey-soy_chicken_drumsticks,_thighs_or_wings_hostedLargeUrl.jpg","chicken,salt,pepper,oil,ketchup,honey,garlic",chicken_wings,Vegetarian-Not,1
1410,"chicken,honey,ketchup,salt,black pepper",chicken_wings/29_honey_baked_chicken_wings_hostedLargeUrl.jpg,"chicken,honey,ketchup,salt,black pepper",chicken_wings,Vegetarian-Not,1
1414,"chicken,chili,soy,gin,garlic,onion",chicken_wings/33_sweet_chili_asian_chicken_wings_hostedLargeUrl.jpg,"chicken,gin,garlic,onion",chicken_wings,Vegetarian-Not,1
1440,"white wine,shallot,butter,parsley,bay leaf,saffron,pepper,mussels,well,baguette",mussels/10_mussels_mariniere_with_saffron_hostedLargeUrl.jpg,"white wine,shallot,butter,parsley,bay leaf,saffron,pepper,mussels,baguette",mussels,Vegetarian,0
1448,"butter,oil,shallot,curry,white wine,mussels,cilantro,salt,black pepper",mussels/18_curried_mussels_hostedLargeUrl.jpg,"butter,oil,shallot,curry,white wine,mussels,salt,black pepper",mussels,Vegetarian,0
1438,"mussels,shallot,butter,white wine,garlic,parsley",mussels/8_easy_steamed_mussels_hostedLargeUrl.jpg,"mussels,shallot,butter,white wine,garlic,parsley",mussels,Vegetarian,0
1466,"white wine,shallot,thyme,parsley,bay leaf,mussels,salt,bread",mussels/37_mussels_in_white_wine_hostedLargeUrl.jpg,"white wine,shallot,thyme,parsley,bay leaf,mussels,salt,bread",mussels,Vegetarian,0
1462,"onion,oil,white wine,mussels,parsley,lemon",mussels/33_steamed_mussels_hostedLargeUrl.jpg,"onion,oil,white wine,mussels,parsley,lemon",mussels,Vegetarian,0
1476,"mussels,butter,oil,onion,flour,milk,ham,nut,bread,egg",mussels/47_tiger_mussels_hostedLargeUrl.jpg,"mussels,butter,oil,onion,flour,milk,ham,nut,bread,egg",mussels,Vegetarian,1
1467,"butter,garlic,shallot,beef,jalapeno chilies,pepper,tomato,basil,white wine,corn starch,mussels",mussels/38_amazing_mussels_hostedLargeUrl.jpg,"butter,garlic,shallot,beef,pepper,tomato,basil,white wine,mussels",mussels,Vegetarian,1
1442,"butter,oil,shallot,cloves,curry,salt,pepper,black pepper,white wine,coconut,cilantro,mussels",mussels/12_curried_mussels_hostedLargeUrl.jpg,"butter,oil,shallot,cloves,curry,salt,pepper,black pepper,white wine,coconut,mussels",mussels,Vegetarian,0
1435,"mussels,vermouth,water,oil",mussels/5_smoked_mussels_hostedLargeUrl.jpg,"mussels,vermouth,oil",mussels,Vegetarian,0
1439,"oil,shallot,saffron,white wine,mussels",mussels/9_creamy_mussels_hostedLargeUrl.jpg,"oil,shallot,saffron,white wine,mussels",mussels,Vegetarian,0
1436,"oil,greens,leek,black pepper,salt,cloves,curry,mussels,coconut,cilantro",mussels/6_curried_mussels_hostedLargeUrl.jpg,"oil,leek,black pepper,salt,cloves,curry,mussels,coconut",mussels,Vegetarian,0
1468,"coconut,tomato,white wine,curry,basil,onion,carrot,celery,black pepper,salt,mussels,parsley,bread",mussels/39_red_curry_mussels_hostedLargeUrl.jpg,"coconut,tomato,white wine,curry,basil,onion,carrot,celery,black pepper,salt,mussels,parsley,bread",mussels,Vegetarian,0
1469,"onion,butter,salt,pie,pumpkin,beer,mussels,cilantro,bread",mussels/40_pumpkin_mussels_hostedLargeUrl.jpg,"onion,butter,salt,pie,pumpkin,beer,mussels,bread",mussels,Vegetarian,0
1452,"mussels,onion,pepper,garlic,gin,curry,brown sugar,fish,coconut,broth,lime,ciabatta",mussels/22_thai_red_curry_mussels_hostedLargeUrl.jpg,"mussels,onion,pepper,garlic,gin,curry,brown sugar,fish,coconut,broth,lime,ciabatta",mussels,Vegetarian,1
1451,"white wine,tomato,garlic,pepper,mussels,butter",mussels/21_appetizer_mussels_hostedLargeUrl.jpg,"white wine,tomato,garlic,pepper,mussels,butter",mussels,Vegetarian,0
1441,"mussels,white wine,shallot,butter,parsley",mussels/11_mussels_marinieres_hostedLargeUrl.jpg,"mussels,white wine,shallot,butter,parsley",mussels,Vegetarian,0
1444,"mussels,white wine,cloves,onion,tomato,cayenne pepper,oil,oregano",mussels/14_mussels_marinara_hostedLargeUrl.jpg,"mussels,white wine,cloves,onion,tomato,cayenne pepper,oil,oregano",mussels,Vegetarian,0
1447,"mussels,black pepper,parsley",mussels/17_mussels_marinara_hostedLargeUrl.jpg,"mussels,black pepper,parsley",mussels,Vegetarian,0
1434,"white wine,shallot,butter,parsley,bay leaf,pepper,mussels,well,baguette",mussels/4_mussels_mariniere_hostedLargeUrl.jpg,"white wine,shallot,butter,parsley,bay leaf,pepper,mussels,baguette",mussels,Vegetarian,0
1455,"marinara,mussels,bread,spaghetti",mussels/25_mussels_marinara_hostedLargeUrl.jpg,"mussels,bread,spaghetti",mussels,Vegetarian,0
1471,"oil,onion,carrot,garlic,salt,mussels,white wine,tomato,parsley",mussels/42_mussel_soup_hostedLargeUrl.jpg,"oil,onion,carrot,garlic,salt,mussels,white wine,tomato,parsley",mussels,Vegetarian,0
1443,"oil,onion,garlic,wine,mussels,parsley,pepper,white wine,bread,italian loaf",mussels/13_mediterranean_mussels_with_wine_hostedLargeUrl.jpg,"oil,onion,garlic,wine,mussels,parsley,pepper,white wine,bread",mussels,Vegetarian,0
1445,"butter,oil,garlic,shallot,capers,tomato,italian,pepper,mussels,onion",mussels/15_love_mussels_hostedLargeUrl.jpg,"butter,oil,garlic,shallot,capers,tomato,pepper,mussels,onion",mussels,Vegetarian,0
1464,"mussels,oil,butter,onion,cloves,salt,thyme,pepper,lemon,beer,broth,pasta",mussels/35_beer_mussels_hostedLargeUrl.jpg,"mussels,oil,butter,onion,cloves,salt,thyme,pepper,lemon,beer,broth,pasta",mussels,Vegetarian,0
1457,"bacon,onion,mussels,pilsner,onion,baguette",mussels/27_bacon_beer_mussels_hostedLargeUrl.jpg,"bacon,onion,mussels,onion,baguette",mussels,Vegetarian,1
1474,"shrimp,oil,onion,celery,garlic,bay leaf,pepper,thyme,clam,white wine,saffron,pepper,bread,egg,dijon mustard,lemon,salt,pepper,fennel,shallot,tomato,mussels,calamari,broth,parsley",mussels/45_marseille_mussels_hostedLargeUrl.jpg,"shrimp,oil,onion,celery,garlic,bay leaf,pepper,thyme,white wine,saffron,pepper,bread,egg,dijon mustard,lemon,salt,pepper,fennel,shallot,tomato,mussels,broth,parsley",mussels,Vegetarian,1
1450,"mussels,butter,white wine,leek,carrot,onion,bay,cloves,celery,parsley,pepper,salt",mussels/20_dutch_mussels_hostedLargeUrl.jpg,"mussels,butter,white wine,leek,carrot,onion,cloves,celery,parsley,pepper,salt",mussels,Vegetarian,0
1473,"mussels,cheese,bread,egg,oil,garlic,parsley,black pepper",mussels/44_baked_mussels_hostedLargeUrl.jpg,"mussels,cheese,bread,egg,oil,garlic,parsley,black pepper",mussels,Vegetarian,0
1460,"onion,apple,mussels,bran,pepper,bacon,parsley",mussels/31_cider_mussels_hostedLargeUrl.jpg,"onion,apple,mussels,bran,pepper,bacon,parsley",mussels,Vegetarian,1
1458,"mussels,butter,gin,onion,white wine,thyme,cloves",mussels/28_mussels_steamed_in_wine_hostedLargeUrl.jpg,"mussels,butter,gin,onion,white wine,thyme,cloves",mussels,Vegetarian,0
1472,"leek,white wine,pepper,mussels,whipping,liqueur,parsley",mussels/43_mussels_with_pernod_and_cream_hostedLargeUrl.jpg,"leek,white wine,pepper,mussels,liqueur,parsley",mussels,Vegetarian,0
1453,"mussels,onion,tomato,garlic,beer,red wine,pepper",mussels/23_melissa's_mussels_hostedLargeUrl.jpg,"mussels,onion,tomato,garlic,beer,red wine,pepper",mussels,Vegetarian,0
1433,"mussels,parsley,clove,pepper,bread,cheese,gin",mussels/3_baked_mussels_hostedLargeUrl.jpg,"mussels,parsley,pepper,bread,cheese,gin",mussels,Vegetarian,0
1525,"quinoa,milk,egg,vanilla,butter,sugar,cocoa,baking,baking,salt",chocolate_cake/48_quinoa_chocolate_cake_hostedLargeUrl.jpg,"quinoa,milk,egg,butter,sugar,baking,baking,salt",chocolate_cake,Vegetarian,0
1509,"butter,cocoa,sugar,egg,vanilla,fat,flour,baking,salt,stout,ganache,chips",chocolate_cake/32_chocolate_guinness_stout_cake_with_chocolate_ganache_hostedLargeUrl.jpg,"butter,sugar,egg,fat,flour,baking,salt,chips",chocolate_cake,Vegetarian,1
1511,"almond,cacao,baking,baking,salt,avocado,avocado,water,apple,vanilla,maple syrup,sugar,sugar",chocolate_cake/34_chocolate_cake_with_avocado_hostedLargeUrl.jpg,"almond,baking,baking,salt,avocado,avocado,apple,maple syrup,sugar,sugar",chocolate_cake,Vegetarian,0
1501,"cake,chocolate,nut,milk,butter",chocolate_cake/24_death_by_chocolate_slow_cooker_dump_cake_hostedLargeUrl.jpg,"cake,chocolate,nut,milk,butter",chocolate_cake,Vegetarian,0
1496,"strawberries,sugar,cake,milk,butter,chips",chocolate_cake/19_5_ingredient_strawberry_chocolate_dump_cake_hostedLargeUrl.jpg,"sugar,cake,milk,butter,chips",chocolate_cake,Vegetarian,0
1498,"sugar,corn starch,salt,& half,milk,chocolate,vanilla,flour,baking,baking,butter,cocoa,water,butter,brown sugar,egg",chocolate_cake/21_chocolate_blackout_cake_hostedLargeUrl.jpg,"sugar,salt,milk,chocolate,flour,baking,baking,butter,butter,brown sugar,egg",chocolate_cake,Vegetarian,0
1520,"butter,egg,milk,cocoa,flour,caster sugar,vanilla",chocolate_cake/43_easy_chocolate_cake_hostedLargeUrl.jpg,"butter,egg,milk,flour,caster sugar",chocolate_cake,Vegetarian,0
1513,"flour,cocoa,baking,salt,butter,maple syrup,egg,vanilla,coconut,chocolate",chocolate_cake/36_basic_chocolate_cake_hostedLargeUrl.jpg,"flour,baking,salt,butter,maple syrup,egg,coconut,chocolate",chocolate_cake,Vegetarian,0
1482,"butter,brown sugar,sugar,egg,butter,vanilla,flour,cocoa,baking,baking,salt",chocolate_cake/5_everyday_chocolate_cake_hostedLargeUrl.jpg,"butter,brown sugar,sugar,egg,butter,flour,baking,baking,salt",chocolate_cake,Vegetarian,0
1521,"flour,baking,salt,egg,butter,sugar,pear,chocolate",chocolate_cake/44_bittersweet_chocolate_and_pear_cake_hostedLargeUrl.jpg,"flour,baking,salt,egg,butter,sugar,pear,chocolate",chocolate_cake,Vegetarian,0
1492,"cake,chocolate,egg,oil,water,chips,butter,cocoa,sugar,vanilla",chocolate_cake/15_ridiculous_chocolate_cake_hostedLargeUrl.jpg,"cake,chocolate,egg,oil,chips,butter,sugar",chocolate_cake,Vegetarian,0
1483,"butter,chocolate,egg,egg,brown sugar,vanilla,salt,flour",chocolate_cake/6_molten_chocolate_cakes_hostedLargeUrl.jpg,"butter,chocolate,egg,egg,brown sugar,salt,flour",chocolate_cake,Vegetarian,0
1516,"sugar,flour,cake,cocoa,baking,baking,salt,butter,egg,plain greek yogurt,vanilla,water,egg,chocolate",chocolate_cake/39_simply_perfect_chocolate_cake_hostedLargeUrl.jpg,"sugar,flour,cake,baking,baking,salt,butter,egg,egg,chocolate",chocolate_cake,Vegetarian,0
1504,"sugar,corn starch,egg,chocolate,butter,salt,ice",chocolate_cake/27_melting_hot_chocolate_cakes_hostedLargeUrl.jpg,"sugar,egg,chocolate,butter,salt",chocolate_cake,Vegetarian,0
1503,"sugar,butter,vanilla,egg,milk,pecan,coconut,chocolate,chocolate,flour,baking,salt,butter,egg",chocolate_cake/26_german_chocolate_cake_hostedLargeUrl.jpg,"sugar,butter,egg,milk,pecan,coconut,chocolate,chocolate,flour,baking,salt,butter,egg",chocolate_cake,Vegetarian,0
1479,"flour,cocoa,baking,baking,salt,butter,brown sugar,egg,vanilla,beer,sugar,water,vanilla bean,egg,tartar",chocolate_cake/2_chocolate_guinness_cake_with_cloud_frosting_hostedLargeUrl.jpg,"flour,baking,baking,salt,butter,brown sugar,egg,beer,sugar,egg",chocolate_cake,Vegetarian,0
1490,"chocolate,beer,butter,egg,butter,sugar,cocoa,flour,soda,icing,cheese,sugar,liqueur","chocolate_cake/13_chocolate_guinness_cake_with_baileys_icing,_how_irish_hostedLargeUrl.jpg","chocolate,beer,butter,egg,butter,sugar,flour,soda,icing,cheese,sugar,liqueur",chocolate_cake,Vegetarian,0
1477,"butter,flour,sugar,cocoa,baking,baking,salt,butter,oil,egg,vanilla,coffee,chocolate,chocolate,butter,egg,sugar,coffee",chocolate_cake/0_beatty's_chocolate_cake_hostedLargeUrl.jpg,"butter,flour,sugar,baking,baking,salt,butter,oil,egg,coffee,chocolate,chocolate,butter,egg,sugar,coffee",chocolate_cake,Vegetarian,0
1507,"flour,sugar,cocoa,baking,salt,oil,milk,vanilla,chips",chocolate_cake/30_2-minute_microwave_chocolate_cake_hostedLargeUrl.jpg,"flour,sugar,baking,salt,oil,milk,chips",chocolate_cake,Vegetarian,0
1494,"chocolate,butter,egg,sugar,egg",chocolate_cake/17_molten_chocolate_cake_hostedLargeUrl.jpg,"chocolate,butter,egg,sugar,egg",chocolate_cake,Vegetarian,0
1497,"chocolate,cake,salt,butter,brown sugar,egg,vanilla",chocolate_cake/20_chocolate_molten_lava_cake_hostedLargeUrl.jpg,"chocolate,cake,salt,butter,brown sugar,egg",chocolate_cake,Vegetarian,0
1487,"sugar,cake,cocoa,baking,baking,salt,egg,milk,oil,vanilla,coffee,butter,cocoa,sugar,vanilla",chocolate_cake/10_the_best_chocolate_cake_hostedLargeUrl.jpg,"sugar,cake,baking,baking,salt,egg,milk,oil,coffee,butter,sugar",chocolate_cake,Vegetarian,0
1502,"butter,cake,egg,cheese,cocoa,sugar,vanilla",chocolate_cake/25_chocolate_ooey_gooey_cake_hostedLargeUrl.jpg,"butter,cake,egg,cheese,sugar",chocolate_cake,Vegetarian,0
1512,"baking,cocoa,baking,date,egg,coconut,vanilla",chocolate_cake/35_healthy_extra_moist_chocolate_cake_hostedLargeUrl.jpg,"baking,baking,date,egg,coconut",chocolate_cake,Vegetarian,0
1484,"mascarpone,chocolate,raspberries,vanilla,sugar","chocolate_cake/7_chocolate_pancake_cake_with_mascarpone,_white_chocolate_and_raspberries_hostedLargeUrl.jpg","mascarpone,chocolate,sugar",chocolate_cake,Vegetarian,0
1506,"flour,cocoa,sugar,baking,salt,coffee,red wine,vanilla,oil,coconut,chocolate,mixed berries",chocolate_cake/29_chocolate_and_coconut_mini-cake_hostedLargeUrl.jpg,"flour,sugar,baking,salt,coffee,red wine,oil,coconut,chocolate,mixed berries",chocolate_cake,Vegetarian,0
1523,"flour,sugar,cocoa,baking,baking,salt,butter,oil,egg,vanilla,coffee,chocolate,butter,egg,sugar",chocolate_cake/46_the_chocolate_cake_hostedLargeUrl.jpg,"flour,sugar,baking,baking,salt,butter,oil,egg,coffee,chocolate,butter,egg,sugar",chocolate_cake,Vegetarian,0
1500,"egg,caster sugar,milk,oil,cake,baking,cocoa,egg,tartar",chocolate_cake/23_chocolate_chiffon_cake_hostedLargeUrl.jpg,"egg,caster sugar,milk,oil,cake,baking,egg",chocolate_cake,Vegetarian,0
1524,"sugar,butter,chocolate,egg,flour,baking,chocolate",chocolate_cake/47_my_favourite_chocolate_cake_hostedLargeUrl.jpg,"sugar,butter,chocolate,egg,flour,baking,chocolate",chocolate_cake,Vegetarian,0
1491,"chocolate,butter,sugar,egg,cocoa,sugar",chocolate_cake/14_the_easiest_flourless_chocolate_cake_hostedLargeUrl.jpg,"chocolate,butter,sugar,egg,sugar",chocolate_cake,Vegetarian,0
1478,"flour,sugar,baking,salt,cocoa,oil,butter,egg,coffee,vanilla,butter,chocolate,candy",chocolate_cake/1_naked_buttermilk_chocolate_cake_hostedLargeUrl.jpg,"flour,sugar,baking,salt,oil,butter,egg,coffee,butter,chocolate",chocolate_cake,Vegetarian,0
1508,"butter,brown sugar,sugar,egg,red wine,vanilla,flour,cocoa,baking,baking,salt,cinnamon,mascarpone,whipping",chocolate_cake/31_red_wine_chocolate_cake_hostedLargeUrl.jpg,"butter,brown sugar,sugar,egg,red wine,flour,baking,baking,salt,cinnamon,mascarpone",chocolate_cake,Vegetarian,0
1481,"cake,egg,oil,water",chocolate_cake/4_ultra_rich_chocolate_cake_hostedLargeUrl.jpg,"cake,egg,oil",chocolate_cake,Vegetarian,0
1526,"cake,chocolate,water,oil,egg,chips,sugar,chocolate",chocolate_cake/49_death_by_chocolate_cake_hostedLargeUrl.jpg,"cake,chocolate,oil,egg,chips,sugar,chocolate",chocolate_cake,Vegetarian,0
1489,"sugar,brown sugar,cocoa,flour,baking,salt,milk,avocado,vanilla,coffee",chocolate_cake/12_chocolate_avocado_hot_fudge_cake_hostedLargeUrl.jpg,"sugar,brown sugar,flour,baking,salt,milk,avocado,coffee",chocolate_cake,Vegetarian,0
1559,"calamari,garlic,lemon,flour,flour,egg,pepper,oil",fried_calamari/33_easy_squid_fry_(calamari)_hostedLargeUrl.jpg,"garlic,lemon,flour,flour,egg,pepper,oil",fried_calamari,Vegetarian-Not,0
1536,"mayonnaise,pepper,oil,fish,garlic,chile de arbol,calamari,tentacles,cornmeal,hoagie rolls,basil,cilantro,cucumber,fennel,lime",fried_calamari/9_fried_calamari_sandwich_hostedLargeUrl.jpg,"mayonnaise,pepper,oil,fish,garlic,basil,cucumber,fennel,lime",fried_calamari,Vegetarian-Not,1
1538,"calamari,flour,salt,pepper,nut,garlic,lime",fried_calamari/12_fried_calamari_with_roasted_garlic_and_lime_aioli_hostedLargeUrl.jpg,"flour,salt,pepper,nut,garlic,lime",fried_calamari,Vegetarian-Not,0
1556,"yellow cornmeal,flour,salt,paprika,egg,squid,oil,tartar,mayonnaise,dill,capers,dill,shallot,dijon mustard,lemon",fried_calamari/30_gluten-free_fried_calamari_with_dill_tartar_sauce_hostedLargeUrl.jpg,"flour,salt,paprika,egg,squid,oil,mayonnaise,dill,capers,dill,shallot,dijon mustard,lemon",fried_calamari,Vegetarian-Not,1
1551,"green peperoncini,mayonnaise,squid,oil,flour",fried_calamari/25_fried_calamari_with_peperoncini_mayonnaise_hostedLargeUrl.jpg,"mayonnaise,squid,oil,flour",fried_calamari,Vegetarian-Not,1
1553,"yellow cornmeal,flour,salt,paprika,egg,squid,oil,mayonnaise,dill,capers,dill,shallot,dijon mustard,lemon",fried_calamari/27_fried_calamari_with_dill_tartar_sauce_hostedLargeUrl.jpg,"flour,salt,paprika,egg,squid,oil,mayonnaise,dill,capers,dill,shallot,dijon mustard,lemon",fried_calamari,Vegetarian-Not,1
1528,"calamari,flour,salt,pepper,oil,gin,egg,garlic,lemon,dijon mustard,water,saffron,pepper",fried_calamari/1_fried_calamari_hostedLargeUrl.jpg,"flour,salt,pepper,oil,gin,egg,garlic,lemon,dijon mustard,saffron,pepper",fried_calamari,Vegetarian-Not,0
1527,"oil,calamari,flour,masa harina,parsley,lemon,parsley,salt,lemon,mayonnaise",fried_calamari/0_fried_calamari_hostedLargeUrl.jpg,"oil,flour,parsley,lemon,parsley,salt,lemon,mayonnaise",fried_calamari,Vegetarian-Not,0
1530,"calamari,tentacles,milk,black pepper,salt,bread,crust,red wine,almond,tomato,pepper,cloves,paprika,cayenne pepper,oil,oil,flour,yellow cornmeal,parsley",fried_calamari/3_fried_calamari_with_romesco_hostedLargeUrl.jpg,"milk,black pepper,salt,bread,red wine,almond,tomato,pepper,cloves,paprika,cayenne pepper,oil,oil,flour,parsley",fried_calamari,Vegetarian-Not,0
1540,"honey,soy,sriracha,garlic,gin,lime,calamari,flour,cayenne pepper,salt,oil",fried_calamari/14_fried_calamari_with_firecracker_dipping_sauce_hostedLargeUrl.jpg,"honey,garlic,gin,lime,flour,cayenne pepper,salt,oil",fried_calamari,Vegetarian-Not,0
1534,"calamari,bread,italian,salt,black pepper,oil,corn tortillas,cheese,marinara,lemon,parsley",fried_calamari/7_fried_calamari_nachos_hostedLargeUrl.jpg,"bread,salt,black pepper,oil,cheese,lemon,parsley",fried_calamari,Vegetarian-Not,0
1541,"butter,calamari,oil,flour,cornmeal,creole,marinara",fried_calamari/15_fried_calamari_hostedLargeUrl.jpg,"butter,oil,flour",fried_calamari,Vegetarian-Not,0
1545,"calamari,flour,chinese five-spice,seeds,oil,salt,scallions,cilantro,zest,lime,lime",fried_calamari/19_five-spice_fried_calamari_with_sesame_and_lime_hostedLargeUrl.jpg,"flour,seeds,oil,salt,zest,lime,lime",fried_calamari,Vegetarian-Not,0
1539,"calamari,flour,oil,pasta,spaghetti",fried_calamari/13_fried_calamari_(przene_lignje)_hostedLargeUrl.jpg,"flour,oil,pasta,spaghetti",fried_calamari,Vegetarian-Not,0
1543,"squid,butter,oil,flour,salt,garlic,mayonnaise,lemon,worcestershire,scallions,parsley,basil,pepper,butter,vinegar,onion,garlic,cayenne",fried_calamari/17_buffalo_fried_calamari_with_ranch_dip_hostedLargeUrl.jpg,"squid,butter,oil,flour,salt,garlic,mayonnaise,lemon,parsley,basil,pepper,butter,vinegar,onion,garlic",fried_calamari,Vegetarian-Not,1
1557,"nut,garlic,gin,pea shoots,onion,broth,salt,pepper,soy,chili,sugar,oil,squid,rice",fried_calamari/31_stir-fried_calamari_and_pea_shoots_hostedLargeUrl.jpg,"nut,garlic,gin,pea shoots,onion,broth,salt,pepper,sugar,oil,squid,rice",fried_calamari,Vegetarian-Not,1
1546,"squid,egg,milk,flour,salt,pepper,bread,potato,oil,mayonnaise,relish,lemon,black pepper",fried_calamari/20_oven_fried_calamari_hostedLargeUrl.jpg,"squid,egg,milk,flour,salt,pepper,bread,potato,oil,mayonnaise,lemon,black pepper",fried_calamari,Vegetarian-Not,1
1535,"oil,shallot,cloves,tomato,carrot,italian,salt,egg,flour,cornmeal,pepper,calamari,oil,parsley,lemon",fried_calamari/8_fried_calamari_with_quick_marinara_hostedLargeUrl.jpg,"oil,shallot,cloves,tomato,carrot,salt,egg,flour,pepper,oil,parsley,lemon",fried_calamari,Vegetarian-Not,0
1555,"cuttlefish,milk,egg,flour,salt,pepper,oil,tomato,onion,lime","fried_calamari/29_deep_fried,_hot_butter_calamari_tacos_street_food_style_hostedLargeUrl.jpg","cuttlefish,milk,egg,flour,salt,pepper,oil,tomato,onion,lime",fried_calamari,Vegetarian-Not,1
1532,"fat,sriracha,calamari,butter,flour,salt,black pepper,paprika,oil",fried_calamari/5_fried_calamari_with_spicy_mayonnaise_hostedLargeUrl.jpg,"fat,butter,flour,salt,black pepper,paprika,oil",fried_calamari,Vegetarian-Not,1
1533,"yeast,warm water,sugar,salt,oil,flour,calamari,seafood,beer,oil,pizza,pepper,mozzarella,parsley,lemon,greek yogurt",fried_calamari/6_beer-battered_fried_calamari_pizza_hostedLargeUrl.jpg,"yeast,sugar,salt,oil,flour,seafood,beer,oil,pizza,pepper,mozzarella,parsley,lemon",fried_calamari,Vegetarian-Not,1
